ia
0.000000	nan
0.000000	-171.000000
0.808610	-166.222030
0.000000	-160.989567
1.893471	-155.849562
0.000000	-150.684434
0.000000	-145.653354
0.000000	-140.483211
4.331643	-135.504333
4.869497	-130.949827
5.352775	-126.600003
5.765571	-122.553480
6.095491	-118.921740
6.340045	0.000000
6.497197	0.000000
6.581506	0.000000
6.612380	0.000000
6.614603	0.000000
6.615928	0.000000
6.650241	-nan
6.760239	0.000000
6.975790	0.000000
7.285574	0.000000
7.732100	0.000000
8.271043	0.000000
8.888646	0.000000
9.538193	0.000000
10.233419	-123.463218
10.909677	-122.483001
11.508757	0.000000
12.042923	0.000000
12.492612	0.000000
12.844765	0.000000
13.099011	0.000000
13.257041	0.000000
13.338151	0.000000
13.365791	-112.371331
13.367375	-112.288239
13.369694	-112.418798
13.407996	0.000000
13.520478	0.000000
13.316011	0.000000
13.235213	0.000000
13.111321	0.000000
13.019986	0.000000
12.933034	11439133842851664161144445420644583188558261089643340770619683936309305502525495690572995396326416317288274985828797140543962292348662860658509361542603229391744683148593338223974521050403437971590398496571927919403648208523956870541135231244647415758416974311445455815156618770776064.000000
12.884943	0.000000
12.821370	0.000000
12.824770	0.000000
12.894288	0.000000
12.957872	0.000000
13.047609	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	11439133842851664161144445420644583188558261089643340770619683936309305502525495690572995396326416317288274985828797140543962292348662860658509361542603229391744683148593338223974521050403437971590398496571927919403648208523956870541135231244647415758416974311445455815156618770776064.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	11439133842851664161144445420644583188558261089643340770619683936309305502525495690572995396326416317288274985828797140543962292348662860658509361542603229391744683148593338223974521050403437971590398496571927919403648208523956870541135231244647415758416974311445455815156618770776064.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
-nan	0.000000
