1,MU_POSTE_1,1586163076717063,2433.000000,-14523.000000,12089.000000,2.000000,-13.000000,10.000000
2,MU_POSTE_1,1586163076717069,3631.000000,-14915.000000,11284.000000,3.000000,-13.000000,10.000000
3,MU_POSTE_1,1586163076717074,4807.000000,-15216.000000,10409.000000,4.000000,-13.000000,9.000000
4,MU_POSTE_1,1586163076717079,5953.000000,-15423.000000,9470.000000,5.000000,-14.000000,8.000000
5,MU_POSTE_1,1586163076717085,7062.000000,-15535.000000,8472.000000,6.000000,-14.000000,7.000000
6,MU_POSTE_1,1586163076717092,8128.000000,-15551.000000,7422.000000,7.000000,-14.000000,6.000000
7,MU_POSTE_1,1586163076717097,9143.000000,-15471.000000,6327.000000,8.000000,-14.000000,5.000000
8,MU_POSTE_1,1586163076717103,10103.000000,-15295.000000,5192.000000,9.000000,-13.000000,4.000000
9,MU_POSTE_1,1586163076717109,11000.000000,-15026.000000,4026.000000,10.000000,-13.000000,3.000000
10,MU_POSTE_1,1586163076717114,11829.000000,-14664.000000,2834.000000,10.000000,-13.000000,2.000000
11,MU_POSTE_1,1586163076717120,12585.000000,-14211.000000,1626.000000,11.000000,-12.000000,1.000000
12,MU_POSTE_1,1586163076717125,13264.000000,-13671.000000,406.000000,12.000000,-12.000000,0.000000
13,MU_POSTE_1,1586163076717131,13860.000000,-13046.000000,-814.000000,12.000000,-11.000000,0.000000
14,MU_POSTE_1,1586163076717137,14372.000000,-12341.000000,-2030.000000,13.000000,-11.000000,-1.000000
15,MU_POSTE_1,1586163076717142,14794.000000,-11560.000000,-3234.000000,13.000000,-10.000000,-2.000000
16,MU_POSTE_1,1586163076717148,15126.000000,-10708.000000,-4418.000000,13.000000,-9.000000,-4.000000
17,MU_POSTE_1,1586163076717154,15364.000000,-9789.000000,-5574.000000,13.000000,-8.000000,-5.000000
18,MU_POSTE_1,1586163076717160,15508.000000,-8811.000000,-6697.000000,14.000000,-8.000000,-6.000000
19,MU_POSTE_1,1586163076717165,15556.000000,-7778.000000,-7778.000000,14.000000,-7.000000,-7.000000
20,MU_POSTE_1,1586163076717170,15508.000000,-6697.000000,-8811.000000,14.000000,-6.000000,-8.000000
21,MU_POSTE_1,1586163076717176,15364.000000,-5574.000000,-9789.000000,13.000000,-5.000000,-8.000000
22,MU_POSTE_1,1586163076717182,15126.000000,-4418.000000,-10708.000000,13.000000,-4.000000,-9.000000
23,MU_POSTE_1,1586163076717187,14794.000000,-3234.000000,-11560.000000,13.000000,-2.000000,-10.000000
24,MU_POSTE_1,1586163076717193,14372.000000,-2030.000000,-12341.000000,13.000000,-1.000000,-11.000000
25,MU_POSTE_1,1586163076717198,13860.000000,-813.000000,-13046.000000,12.000000,0.000000,-11.000000
26,MU_POSTE_1,1586163076717204,13263.000000,407.000000,-13671.000000,12.000000,0.000000,-12.000000
27,MU_POSTE_1,1586163076718779,12585.000000,1626.000000,-14211.000000,11.000000,1.000000,-12.000000
28,MU_POSTE_1,1586163076718786,11829.000000,2834.000000,-14664.000000,10.000000,2.000000,-13.000000
29,MU_POSTE_1,1586163076718792,10999.000000,4026.000000,-15026.000000,9.000000,3.000000,-13.000000
30,MU_POSTE_1,1586163076718798,10102.000000,5192.000000,-15295.000000,9.000000,4.000000,-13.000000
31,MU_POSTE_1,1586163076718804,9143.000000,6327.000000,-15471.000000,8.000000,5.000000,-14.000000
32,MU_POSTE_1,1586163076718809,8128.000000,7423.000000,-15551.000000,7.000000,6.000000,-14.000000
33,MU_POSTE_1,1586163076718814,7062.000000,8472.000000,-15535.000000,6.000000,7.000000,-14.000000
34,MU_POSTE_1,1586163076718820,5953.000000,9470.000000,-15423.000000,5.000000,8.000000,-14.000000
35,MU_POSTE_1,1586163076718826,4806.000000,10409.000000,-15216.000000,4.000000,9.000000,-13.000000
36,MU_POSTE_1,1586163076718831,3631.000000,11284.000000,-14915.000000,3.000000,10.000000,-13.000000
37,MU_POSTE_1,1586163076718837,2433.000000,12089.000000,-14523.000000,2.000000,10.000000,-13.000000
38,MU_POSTE_1,1586163076718843,1220.000000,12820.000000,-14040.000000,1.000000,11.000000,-12.000000
39,MU_POSTE_1,1586163076718849,0.000000,13472.000000,-13472.000000,0.000000,12.000000,-12.000000
40,MU_POSTE_1,1586163076718854,-1220.000000,14040.000000,-12820.000000,-1.000000,12.000000,-11.000000
41,MU_POSTE_1,1586163076718859,-2433.000000,14523.000000,-12089.000000,-2.000000,13.000000,-10.000000
42,MU_POSTE_1,1586163076718865,-3631.000000,14915.000000,-11284.000000,-3.000000,13.000000,-10.000000
43,MU_POSTE_1,1586163076718871,-4807.000000,15216.000000,-10409.000000,-4.000000,13.000000,-9.000000
44,MU_POSTE_1,1586163076718877,-5953.000000,15423.000000,-9470.000000,-5.000000,14.000000,-8.000000
45,MU_POSTE_1,1586163076718883,-7062.000000,15535.000000,-8472.000000,-6.000000,14.000000,-7.000000
46,MU_POSTE_1,1586163076718888,-8128.000000,15551.000000,-7422.000000,-7.000000,14.000000,-6.000000
47,MU_POSTE_1,1586163076718894,-9143.000000,15471.000000,-6327.000000,-8.000000,14.000000,-5.000000
48,MU_POSTE_1,1586163076718900,-10102.000000,15295.000000,-5192.000000,-9.000000,13.000000,-4.000000
49,MU_POSTE_1,1586163076718905,-11000.000000,15026.000000,-4026.000000,-10.000000,13.000000,-3.000000
50,MU_POSTE_1,1586163076718911,-11829.000000,14664.000000,-2834.000000,-10.000000,13.000000,-2.000000
51,MU_POSTE_1,1586163076718917,-12585.000000,14211.000000,-1626.000000,-11.000000,12.000000,-1.000000
52,MU_POSTE_1,1586163076718923,-13264.000000,13671.000000,-407.000000,-12.000000,12.000000,0.000000
53,MU_POSTE_1,1586163076718928,-13860.000000,13046.000000,814.000000,-12.000000,11.000000,0.000000
54,MU_POSTE_1,1586163076718934,-14372.000000,12341.000000,2030.000000,-13.000000,11.000000,1.000000
55,MU_POSTE_1,1586163076718939,-14795.000000,11560.000000,3234.000000,-13.000000,10.000000,2.000000
56,MU_POSTE_1,1586163076718965,-15126.000000,10708.000000,4418.000000,-13.000000,9.000000,4.000000
57,MU_POSTE_1,1586163076718973,-15364.000000,9789.000000,5574.000000,-13.000000,8.000000,5.000000
58,MU_POSTE_1,1586163076720252,-15508.000000,8811.000000,6697.000000,-14.000000,8.000000,6.000000
59,MU_POSTE_1,1586163076720261,-15556.000000,7778.000000,7778.000000,-14.000000,7.000000,7.000000
60,MU_POSTE_1,1586163076720267,-15508.000000,6697.000000,8811.000000,-14.000000,6.000000,8.000000
61,MU_POSTE_1,1586163076720273,-15364.000000,5574.000000,9789.000000,-13.000000,5.000000,8.000000
62,MU_POSTE_1,1586163076720280,-15126.000000,4418.000000,10708.000000,-13.000000,4.000000,9.000000
63,MU_POSTE_1,1586163076720286,-14794.000000,3234.000000,11560.000000,-13.000000,2.000000,10.000000
64,MU_POSTE_1,1586163076720292,-14372.000000,2030.000000,12341.000000,-13.000000,1.000000,11.000000
65,MU_POSTE_1,1586163076720298,-13860.000000,813.000000,13046.000000,-12.000000,0.000000,11.000000
66,MU_POSTE_1,1586163076720305,-13263.000000,-407.000000,13671.000000,-12.000000,0.000000,12.000000
67,MU_POSTE_1,1586163076720311,-12585.000000,-1626.000000,14211.000000,-11.000000,-1.000000,12.000000
68,MU_POSTE_1,1586163076720317,-11829.000000,-2835.000000,14664.000000,-10.000000,-2.000000,13.000000
69,MU_POSTE_1,1586163076720322,-10999.000000,-4026.000000,15026.000000,-9.000000,-3.000000,13.000000
70,MU_POSTE_1,1586163076720329,-10103.000000,-5192.000000,15295.000000,-9.000000,-4.000000,13.000000
71,MU_POSTE_1,1586163076720335,-9143.000000,-6327.000000,15471.000000,-8.000000,-5.000000,14.000000
72,MU_POSTE_1,1586163076720368,-8128.000000,-7422.000000,15551.000000,-7.000000,-6.000000,14.000000
73,MU_POSTE_1,1586163076720377,-7062.000000,-8472.000000,15535.000000,-6.000000,-7.000000,14.000000
74,MU_POSTE_1,1586163076720424,-5953.000000,-9470.000000,15423.000000,-5.000000,-8.000000,14.000000
75,MU_POSTE_1,1586163076720430,-4807.000000,-10409.000000,15216.000000,-4.000000,-9.000000,13.000000
